"CNN","At least 784,599 cases of coronavirus and 42,138 related deaths have been recorded in the United States, according to Johns Hopkins University. https://t.co/zEE3COHp5y","2020-04-21 02:22:05","1252482721315803136"
"CNN","Former Vice President Joe Biden's fundraising surged to $46.7 million in March as he scored a wave of victories last month on his way to the Democratic presidential nomination https://t.co/yb5tZXCe0s","2020-04-21 02:14:05","1252480709035524096"
"CNN","One of the most important questions facing Joe Biden's campaign is whether he can fortify his tentative standing among younger voters without weakening his sturdy position among the old | Analysis by @ronbrownstein https://t.co/qCCpykux6O","2020-04-21 02:01:05","1252477438417920002"
"CNN","“These are hard times. Will we show our strength?” asks @ChrisCuomo.

“Americans can do more,” he adds. “We’ve done it before.” https://t.co/4oLsegMcsS","2020-04-21 02:01:00","1252477414912843776"
"CNN","America's black and Hispanic families are shouldering the worst burden through job losses and front-line work, against a backdrop of a higher risk of infections and lower savings. https://t.co/8RiBEqUIIB","2020-04-21 01:58:05","1252476683220811776"
"CNN","Georgia's fervently pro-Trump governor's early breakout from a coronavirus shutdown is stirring fears of a deadly new wave of infections and warnings that he is derelict in his duty and acting on political motives | Analysis by @stcollinson https://t.co/chUAksFlMY","2020-04-21 01:45:06","1252473416239775745"
"CNN","“We really are at a loss, and I am concerned as a mother and as the mayor of our capital city.”

Atlanta Mayor Keisha Lance Bottoms says Republican Gov. Brian Kemp of Georgia did not consult her and other key state leaders before his decision to allow some businesses to reopen. https://t.co/4t0G8wyTdW","2020-04-21 01:36:00","1252471123091943424"
"CNN","With many of its employees working from home due to the coronavirus pandemic, the Internal Revenue Service has had to move a lot of unopened mail into trailers — just as many people are sending in paper tax returns https://t.co/Fapzeti6xI","2020-04-21 01:29:52","1252469578967527425"
"CNN","At Monday's White House coronavirus briefing, President Trump suggested he didn't recall campaign rallies he'd held in February and March, and claimed he hasn't left the White House in ""months"" https://t.co/tUgcwUkery","2020-04-21 01:14:07","1252465618474995712"
"CNN","As President Trump heads into his reelection, his messages are contradictory, at times so complicated they seem tortured | @joelockhart for @CNNopinion https://t.co/o8bGkyEkx0","2020-04-21 01:01:06","1252462342962589696"
